Full Name,Primary Company,Previous startups?,Consulting before start-up,Standardized University,Standardized Major,Degree Type,Standardized Graduate Institution,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,Years of Employment,Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?,Stanford or Berkeley,Ivy League,Crunchbase,LinkedIn
Damian Kimmelman,DueDil,0.0,0.0,,,,University of St. Andrews,International Relations,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/damian-kimmelman,http://www.linkedin.com/in/damiankimmelman
Jeff Flowers,SageCloud,2.0,0.0,Georgia Institute of Technology,Computer Science,BS,Northeastern University,Business,MBA,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jeff-flowers,http://www.linkedin.com/pub/jeff-flowers/1a/a94/a40
Nathan Burba,Survios,0.0,1.0,Ithaca College,Computer Science,BA,University of Southern California,Media,MA,1.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nathan-burba,https://www.linkedin.com/in/burba
Brandon Rodman,Weave,0.0,0.0,Brigham Young University,Business,BS,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brandon-rodman,https://www.linkedin.com/in/brandonrodman
Eldar Tuvey,Wandera,1.0,0.0,University of Bristol,Economics,BS,INSEAD,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/eldar-tuvey,https://www.linkedin.com/in/eldar-tuvey-452133
Spencer Kimball,Cockroach Labs,0.0,0.0,University of California Berkeley,Computer Science,BA,,,,0.0,10.0,0.0,1.0,0.0,0.0,1,0,https://www.crunchbase.com/person/spencer-kimball,https://www.linkedin.com/in/spencerwkimball
Toby Olshanetsky,prooV,6.0,0.0,Tel Aviv University,Electrical Engineering,BS,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/toby-olshanetsky,https://il.linkedin.com/in/toby-olshanetsky-3519152
Brett Schulman,Cava Grill,0.0,0.0,University of Maryland College Park,,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brett-schulman,
Scott Crouch,Mark43,0.0,0.0,Harvard University,Electrical Engineering,BS,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/scott-crouch,https://www.linkedin.com/in/scottecrouch
Lisa Gersh,Goop Inc.,1.0,0.0,SUNY Binghamton,Political Science,BA,Rutgers University,Law,JD,0.0,15.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/lisa-gersh,https://www.linkedin.com/pub/lisa-gersh/34/7a5/a10
Narges Bani Asadi,Bina Technologies,0.0,0.0,University of Tehran,Computer Science,BS,Stanford University,Electrical Engineering,PhD,1.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/narges-bani-asadi,http://www.linkedin.com/pub/narges-bani-asadi/4/5b9/1a4
Assaf Resnick,BigPanda,0.0,0.0,University of California Berkeley,Business,BS,,,,0.0,9.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/assaf-resnick,https://www.linkedin.com/in/assafresnick
Timothy Chi,WeddingWire,1.0,0.0,Cornell University,Operations Research,BS,Tufts University,Opreations Research,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/timothy-chi,http://www.linkedin.com/in/timothychi
Seth Lieberman,SnapApp,0.0,1.0,Carleton College,Economics,BA,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/seth-lieberman,https://www.linkedin.com/in/sethwlieberman
Jud Bowman,Appia,2.0,0.0,North Carolina School of Science and Mathematics,,,Stanford University,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jud-bowman,https://www.linkedin.com/in/judbowman
Sean Grundy,Bevi,0.0,0.0,Princeton University,Philosophy,,Massachusetts Institute of Technology,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/sean-grundy,http://www.linkedin.com/in/seangrundy
Matiss Ansviesulis,Creamfinance,1.0,0.0,Lancaster University,Business,BS,,,,1.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/matiss-ansviesulis,http://lv.linkedin.com/pub/matiss-ansviesulis/a/b07/567
Oren Levy,Zooz,0.0,0.0,Shenkar College of Engineering,Opreations Research,BE,IDC Herzliya,Business,MBA,0.0,19.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/oren-levy-2,https://www.linkedin.com/in/levyoren
John West,Whistle Sports,2.0,0.0,Worcester Polytechnic Institute,Engineering,BS,Harvard University,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-west-2,https://www.linkedin.com/pub/john-west/20/a39/175
Juha Koponen,Swap.com,0.0,0.0,Teknillinen korkeakoulu,Physics,MS,Teknillinen korkeakoulu,Physics,PhD,1.0,14.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/juha-koponen,http://www.linkedin.com/in/juhakoponen
Tony Mamone,Livingly Media,0.0,1.0,Dartmouth College,Engineering,BE,Stanford University,Business,MS,1.0,9.0,1.0,0.0,0.0,1.0,0,1,https://www.crunchbase.com/person/tony-mamone,
Alberto Sheinfeld,Payfully,1.0,0.0,Universidad Católica Andrés Bello,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/alberto-sheinfeld,https://www.linkedin.com/in/albertosheinfeld
Javier Soltero,Acompli,1.0,0.0,Carnegie Mellon University,Computer Science,BS,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/javier-soltero,http://www.linkedin.com/in/jsoltero
Avner Ronen,Boxee,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/avner-ronen,http://www.linkedin.com/in/avneron
Denise Thomas,ApplePie Capital,0.0,0.0,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/denise-thomas,https://www.linkedin.com/in/denisethomasapc
Jason Oberfest,Mango Health,0.0,1.0,Colby College,,BA,,,,1.0,11.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jason-oberfest,https://www.linkedin.com/in/jasonoberfest
Babur Ozden,Maana,0.0,0.0,University of Texas Austin,Computer Science,BA,Rice University,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/babur-ozden-2,http://www.linkedin.com/in/baburozden
Jim Gilliam,NationBuilder,1.0,0.0,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jim-gilliam,http://www.linkedin.com/in/jimgilliam
Gregory Mark,Markforged,1.0,0.0,Massachusetts Institute of Technology,Engineering,BS,Massachusetts Institute of Technology,Engineering,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/gregory-mark,https://www.linkedin.com/in/gregory-mark-0353354
James Foster,ZeroFOX,0.0,0.0,University of Maryland College Park,Computer Science,,University of Pennsylvania,Business,,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/james-foster,http://www.linkedin.com/in/jamescfoster
Sam Chandler,Nitro,2.0,0.0,RMIT University,,BA,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sam-chandler,http://www.linkedin.com/in/chandlersam
Daniel Hegarty,Habito,0.0,0.0,,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/daniel-hegarty,
Alex Freedland,Mirantis,2.0,0.0,Gubkin Russian State University of Oil and Gas,Mathematics,BS,Santa Clara University,Computer Science,MS,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/alexander-freedland,http://www.linkedin.com/pub/alex-freedland/0/12b/b42
Inder Singh,Kinsa,1.0,1.0,University of Michigan,Engineering,BS,Massachusetts Institute of Technology,Business,MBA,0.0,1.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/inder-singh,http://www.linkedin.com/in/singhinder
Chandran Sankaran,Zyme Solutions,0.0,1.0,Indian Institute of Technology Madras,,BA,Yale University,Computer Science,MS,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/chandran-sankaran,http://www.linkedin.com/pub/chandran-sankaran/0/119/30b
Dan Hu,Omni Prime Inc.,0.0,1.0,Tsinghua University,Engineering,BE,Stanford University,Business,MBA,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/dan-hu,https://www.linkedin.com/in/danhu
Sajith Wickramasekara,Benchling,0.0,0.0,Massachusetts Institute of Technology,Electrical Engineering,BS,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sajith-wickramasekara,https://www.linkedin.com/in/sajithw
Eric Greenberg,Wrap Media,3.0,1.0,University of Texas Austin,Business,BA,,,,1.0,3.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/eric-greenberg-2,http://www.linkedin.com/pub/eric-greenberg/0/15/315
Erik Eliason,storefront,1.0,0.0,University of Minnesota,Business,BS,Harvard University,Business,MBA,0.0,9.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/erik-eliason,http://www.linkedin.com/in/erikeliason
Nicholas Rellas,Drizly,0.0,0.0,Boston College,Business,BS,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nicholas-rellas,http://www.linkedin.com/pub/nicholas-rellas/17/982/bba
Brian NeSmith,Arctic Wolf Networks,0.0,1.0,Massachusetts Institute of Technology,Electrical Engineering,BS,,,,0.0,11.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brian-nesmith,http://www.linkedin.com/pub/brian-nesmith/38/490/a4b
John Ham,Ustream,0.0,0.0,United States Military Academy at West Point,Engineering,BS,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-ham,
Ben Katz,CARD.com,0.0,1.0,University of Pennsylvania,Biology,BS,University of Pennsylvania,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ben-katz,http://www.linkedin.com/in/meetbenkatz
Omer Artun,AgilOne,0.0,1.0,Bo�?aziçi University,Electrical Engineering,BS,Brown University,Physics,PhD,1.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/omer-artun,http://www.linkedin.com/in/omerartun
Manan Khurma,CueLearn/Cuemath,1.0,0.0,Indian Institute of Technology Delhi,Electrical Engineering,BE,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/manan-khurma,
Michael Huang,Glow,0.0,0.0,University of Georgia,Mathematics,BS,North Carolina State University,Opreations Research,MS,0.0,14.0,1.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/michael-huang,http://www.linkedin.com/in/mikekhuang
Asi Sharabi,Wonderbly,1.0,0.0,,,,London School of Economics,Psychology,PhD,1.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/asi-sharabi,https://www.linkedin.com/in/asisharabi
Brian Berger,BDB Ventures,1.0,1.0,University of Colorado Boulder,Political Science,BA,Columbia University,Business,MBA,0.0,5.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/brian-berger,https://www.linkedin.com/in/brian-berger-7101aa
Benny De-Kalo,Worthy,1.0,0.0,New York University,Business,BS,Columbia University,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/benny-de-kalo,https://www.linkedin.com/company/worthy-com
Ari Tulla,BetterDoctor,0.0,0.0,,,,,Business,MS,1.0,9.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ari-tulla,http://www.linkedin.com/in/aritulla
Phil Harris,Geofeedia,1.0,0.0,Ohio State University,Business,BS,Harvard University,Business,MBA,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/phil-harris,http://www.linkedin.com/pub/phil-harris/43/65b/679
Bonnie Crater,Full Circle Insights,0.0,1.0,Princeton University,Biology,BA,,,,1.0,16.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/bonnie-crater,https://www.linkedin.com/pub/bonnie-crater/1/b05/62b
Matt Zitzmann,Kamcord,0.0,0.0,Massachusetts Institute of Technology,Electrical Engineering,BS,,,,0.0,4.0,1.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/matt-zitzmann,http://www.linkedin.com/in/mattzitzmann
Matthew Bellows,Yesware,1.0,0.0,Brown University,Biology,,Babson College,Business,MBA,0.0,4.0,0.0,0.0,0.0,1.0,0,1,https://www.crunchbase.com/person/matthew-bellows,http://www.linkedin.com/in/mbellows
Paul Albright,Captora,0.0,0.0,James Madison University,Computer Science,BS,,,,0.0,14.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/paul-albright-2,http://www.linkedin.com/pub/paul-albright/3/37b/690
Martin Floreani,FloSports,0.0,0.0,California Polytechnic State University San Luis Obispo,Mechanical Engineering,BS,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/martin-floreani,http://www.linkedin.com/pub/martin-floreani/6/213/a68
Hugo Fiennes,Electric Imp,0.0,0.0,University of Warwick,Computer Science,,,,,0.0,5.0,0.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/hugo-fiennes,https://www.linkedin.com/in/hugo-fiennes-1103a3
Eli Singer,Jethro,1.0,1.0,Pace University,Operations Research,BS,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/eli-singer,http://www.linkedin.com/in/singereli
Tal Weiss,OverOps,1.0,0.0,,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tal-weiss,http://www.linkedin.com/in/talws
Ross Shanken,Jornaya,0.0,0.0,Haverford College,Political Science,BS,,,,0.0,17.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ross-shanken,https://www.linkedin.com/in/rossshanken
Don Spear,OpenSesame,1.0,0.0,Rice University,Electrical Engineering,BS,Harvard University,Business,MBA,0.0,13.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/don-spear,http://www.linkedin.com/in/donspear
Fred Shilmover,InsightSquared,0.0,0.0,Tufts University,International Relations,BA,Harvard University,Business,MBA,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/fred-shilmover,http://www.linkedin.com/in/fredshilmover
Chris Giordano,MiMedia,0.0,0.0,Bowdoin College,Economics,MA,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/chris-giordano,http://www.linkedin.com/pub/christopher-giordano/0/4b/433
Mark T. Lynn,DSTLD,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mark-t-lynn,http://www.linkedin.com/pub/mark-lynn/2/a68/3b3
Jason Brown,Tally Technologies,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-brown-11,https://www.linkedin.com/in/mrbrown
Demet Suzan Mutlu,Trendyol Group,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/demet-suzan-mutlu,http://www.linkedin.com/in/demetmutlu
Wen Chu,GWC,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/wen-chu,
Ran Sarig,Datorama,1.0,0.0,,,,,,,0.0,16.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ran-sarig,http://www.linkedin.com/in/sarig
Asaf Somekh,iguazio,0.0,0.0,Israel Institute of Technology,Computer Science,BS,IMD Business School,Business,MBA,0.0,17.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/asaf-somekh-2,https://www.linkedin.com/in/asafsomekh/
Michael Carvin,SmartAsset,1.0,0.0,Princeton University,Economics,BA,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/michael-carvin,http://www.linkedin.com/pub/michael-carvin/2a/569/531
Andrej Henkler,Leblon Capital,1.0,0.0,,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/andrej-henkler,https://de.linkedin.com/in/andrej-henkler-021993
Amit Chatterjee,Leap Commerce,2.0,1.0,,,,,,,0.0,11.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/amit-chatterjee,http://www.linkedin.com/in/theamitchatterjee
Bob Richards,"Moon Express, Inc.",4.0,0.0,Ryerson University,Operations Research,BE,Cornell University,Engineering,MEng,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/bob-richards-3,http://www.linkedin.com/in/robertdrichards
Ethan Song,Frank & Oak,0.0,1.0,University of British Columbia,Engineering,BA,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ethan-song,https://ca.linkedin.com/in/ethansong
Jay Desai,PatientPing,0.0,0.0,University of Michigan,,,University of Pennsylvania,Business,MBA,0.0,7.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jay-desai-2,https://www.linkedin.com/in/jdesai01
Kumar Mehta,Versa Networks,0.0,0.0,IIT Kharagpur,Engineering,BE,Stanford University,Business,Executive Education,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/kumar-mehta-2,https://www.linkedin.com/pub/kumar-mehta/59/332/737
Saki Dodelson,Achieve3000,0.0,0.0,,,,Tel Aviv University,Business,MBA,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/saki-dodelson,http://www.linkedin.com/pub/saki-dodelson/25/2/b27
Brian Schechter,HowAboutWe,0.0,0.0,Marlboro College,Philosophy,BA,Lesley University,Education,MA,1.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brian-schechter,http://www.linkedin.com/pub/brian-schechter/16/2ba/182
Tony Zhao,Agora.io,1.0,0.0,Peking University,,,,,,0.0,7.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tony-zhao,
David Soloff,Premise,1.0,0.0,Columbia University,English,BA,University of California Berkeley,Economics,PhD,0.0,8.0,1.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/david-soloff,http://www.linkedin.com/in/davidsoloff
Alex Gorelik,Waterline Data,2.0,1.0,Columbia University,Computer Science,BS,Stanford University,Computer Science,MS,0.0,11.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/alex-gorelik,https://www.linkedin.com/in/gorelikalex
Jeffrey Marrazzo,Spark Therapeutics,0.0,0.0,University of Pennsylvania,Economics,BA,University of Pennsylvania,Business,MBA,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jeffrey-d-marrazzo,https://www.linkedin.com/in/jeffreydmarrazzo
Georg Petschnigg,FiftyThree,1.0,0.0,Columbia University,Computer Science,BS,Stanford University,Design,MEng,0.0,8.0,1.0,0.0,1.0,0.0,0,1,https://www.crunchbase.com/person/georg-petschnigg,https://www.linkedin.com/in/georgp
Amit Narayan,Autogrid,2.0,0.0,Indian Institute of Technology Kanpur,Electrical Engineering,BE,University of California Berkeley,Electrical Engineering,PhD,1.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/amit-narayan,http://www.linkedin.com/in/amitnarayan
Vinicius Vacanti,YipitData,0.0,0.0,Harvard University,Mathematics,BA,,,,0.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/vin-vacanti,http://www.linkedin.com/in/viniciusvacanti
Anand Babu Periasamy,"Minio, Inc.",0.0,0.0,Annamalai University,Computer Science,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/anand-babu-periasamy,https://www.linkedin.com/in/abperiasamy
Manu Mathew,Visual IQ,0.0,0.0,Rochester Institute of Technology,Mechanical Engineering,BS,Rochester Institute of Technology,,MS,0.0,17.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/manu-mathew,http://www.linkedin.com/pub/manu-mathew/0/74/209
T.J. Clark,TurnKey Vacation Rentals,0.0,0.0,University of Notre Dame,Biology,BS,Loyola University,Law,JD,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tj-clark,http://www.linkedin.com/in/tjclark
Nick Francis,Help Scout,0.0,0.0,Middle Tennessee State University,Business,BS,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nick-francis,http://www.linkedin.com/in/nickfrancis1
Orazio Buzza,Fooda,0.0,0.0,University of Illinois Urbana-Champaign,Operations Research,BA,,,,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/orazio-buzza,http://www.linkedin.com/in/oraziobuzza
Bo Lu,FutureAdvisor,0.0,0.0,University of Illinois Urbana-Champaign,Computer Science,BA,,,,0.0,6.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/bo-lu,https://www.linkedin.com/in/bo-lu-439461
Nikhil Sethi,Adaptly,2.0,0.0,Northwestern University,Electrical Engineering,BS,Stanford University,Business,Executive Education,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nikhil-sethi,http://www.linkedin.com/in/niksethi
Saar Yoskovitz,Augury,1.0,0.0,Israel Institute of Technology,Electrical Engineering,BS,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/saar-yoskovitz,http://www.linkedin.com/pub/saar-yoskovitz/8/a1b/42
Kreg Peeler,SpinGo,1.0,0.0,Brigham Young University,Media,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/kreg-peeler,https://www.linkedin.com/in/kregpeeler
Jean-Daniel Guyot,Trainline France,2.0,0.0,,,,INSA Rouen,Computer Science,MS,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jean-daniel-guyot,https://fr.linkedin.com/in/jeandanielguyot
David Perry,Gaikai,0.0,0.0,Queen's University Belfast,,,Westwood College,,MS,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-perry,http://www.linkedin.com/in/dperry
Mallik Sundaram,Mitra Biotech,2.0,0.0,Indian Institute of Technology Varanasi,Engineering,BS,University of Pennsylvania,Business,MBA,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mallik-sundaram,https://www.linkedin.com/pub/mallik-sundaram/1/585/215
Sachin Kamdar,Parsely,0.0,1.0,New York University,Economics,BA,Pace University,Education,MA,1.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sachin-kamdar,http://www.linkedin.com/in/kamdar
Russell Fradin,Dynamic Signal,1.0,0.0,University of Pennsylvania,Economics,BS,,,,0.0,9.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/russell-fradin,http://www.linkedin.com/in/rfradin
Aaron Schildkrout,HowAboutWe,1.0,0.0,Harvard University,Sociology,BA,,,,1.0,3.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/aaron-schildkrout,http://www.linkedin.com/in/aschildkrout
Rashid Mansoor,Hadean,5.0,0.0,University of Portsmouth,Computer Science,BS,University of Sussex,Mathematics,PhD,1.0,0.0,0.0,0.0,,,0,0,https://www.crunchbase.com/person/rashid-mansoor,http://www.linkedin.com/in/rashidmansoor
John Belizaire,FirstBest,1.0,0.0,Cornell University,Computer Science,BS,University of Pennsylvania,Business,Executive Education,0.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/john-belizaire,https://www.linkedin.com/in/johnbelizaire
Jacob Taylor,"Replicat, Inc.",3.0,0.0,University of California Los Angeles,Computer Science,BS,University of California Los Angeles,Computer Science,MS,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jacob-taylor,http://www.linkedin.com/in/thejacobtaylor
Spencer Hutchins,Reflexion Health,0.0,0.0,Colby College,Economics,BA,Yale University,Business,MBA,1.0,8.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/spencer-hutchins,http://www.linkedin.com/pub/spencer-hutchins/1/524/a7b
Sheeroy D. Desai,Gild,0.0,0.0,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sheeroy-d-desai,http://www.linkedin.com/in/sheeroydesai
Jon Radoff,Disruptor Beam,3.0,0.0,Harvard University,Psychology,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/jon-radoff,http://www.linkedin.com/in/jonradoff
Ola Sars,Soundtrack Your Brand,4.0,0.0,Copenhagen Business School,,,Harvard University,Business,,0.0,3.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/ola-sars,http://se.linkedin.com/pub/ola-sars/3/937/626
Jason Kassin,FilmTrack,0.0,0.0,Vassar College,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-kassin,http://www.linkedin.com/pub/jason-kassin/8/678/895
Carlin Wiegner,CubeTree,1.0,0.0,Stanford University,Interdisciplinary Degree,BS,,,,0.0,8.0,1.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/carlin-wiegner,https://www.linkedin.com/in/carlinw
Nisan Gabbay,Sociable Labs,1.0,0.0,University of California Berkeley,Operations Research,BS,,,,0.0,6.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/nisan-gabbay,http://www.linkedin.com/in/nisan
Angelique Augereau,Zafu,1.0,1.0,University of British Columbia,Business,BA,Northwestern University,Business,PhD,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/angelique-augereau,http://www.linkedin.com/in/angeliqueaugereau
Richard Price,Academia.edu,2.0,0.0,University of Oxford,Economics,BA,University of Oxford,Philosophy,PhD,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/richard-price,http://www.linkedin.com/in/richardprice
Vince Passione,"LendKey Technologies, Inc.",0.0,1.0,NYU Polytechnic University,Computer Science,BS,,,,1.0,16.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/vince-passione,http://www.linkedin.com/in/vincepassione
James Gwertzman,"PlayFab, Inc.",2.0,0.0,Harvard University,Computer Science,BA,,,,1.0,12.0,0.0,0.0,1.0,1.0,0,1,https://www.crunchbase.com/person/james-gwertzman,http://www.linkedin.com/pub/james-gwertzman/0/9/362
Sravish Sridhar,Kinvey,0.0,0.0,University of Texas Austin,Computer Science,BS,,,,0.0,12.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/sravish-sridhar,https://www.linkedin.com/in/sravishsridhar
Hironobu Yoshikawa,Treasure Data,0.0,0.0,Waseda University,,BA,,,,0.0,10.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/hironobu-yoshikawa,http://www.linkedin.com/pub/hiro-yoshikawa/0/325/96a
Mike Cook,XOR Data Exchange,1.0,0.0,Texas State University San Marcos,English,BA,,,,0.0,16.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/mike-cook,https://www.linkedin.com/pub/mike-cook/5/124/2b4
